"accessionyear","technique","objectnumber","lastupdate","dated","copyright","period","url","provenance","objectid","culture","standardreferencenumber","worktypes","department","state","style","datebegin","dimensions","dateend","century","medium","people","primaryimageurl","images","reversedescription","metal","reverseInscription","obverseInscription","dieAxis","denomination","dateObject"
"2002","Struck","2002.60.45.27","2016-04-12T04:36:32-0400","c. 116 or 115 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141483",NA,"141483","Roman Republican","RRC 286/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-121","3.84 g","-110","2nd century BCE","silver","list(birthplace = NA, name = ""M. Sergius Silus"", prefix = ""Issued by"", personid = 54074, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by M. Sergius Silus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17236_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352147"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17236_dlvr"", publiccaption = NA, idsid = ""43352147"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17236"")","Obv.: Helmeted head of Roma r.; before, EX.S.C upwards (mostly off flan); behind, ROMA downwards and mark of value (XVI in monogram). Border of dots.","AR","Before, Q; below, M.SERGI; in exergue, SILVS","Before, EX.S.C upwards; behind, ROMA downwards and mark of value (XVI in monogram)","7","denarius",NA
"2002","Struck","2002.60.45.29","2016-04-12T04:36:32-0400","c. 103 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141366",NA,"141366","Roman Republican","RRC 319/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-108","3.83 g","-98","2nd century BCE","silver","list(birthplace = NA, name = ""Q. Minucius M.f. Thermus"", prefix = ""Moneyer:"", personid = 54091, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Q. Minucius M.f. Thermus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17242_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352153"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17242_dlvr"", publiccaption = NA, idsid = ""43352153"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17242"")","Obv.: Helmeted head of Mars l. Border of dots.","AR","In exergue, Q.THERM.MF (THE and MF in ligature)",NA,"10","denarius",NA
"2002","Struck","2002.60.45.33","2016-04-12T04:36:32-0400","c. 48 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141417",NA,"141417","Roman Republican","RRC 448/2a; Syd 952.","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-53","3.66 g","-43","1st century BCE","silver","list(birthplace = NA, name = ""L. Hostilius Saserna"", prefix = ""Moneyer:"", personid = 54061, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Hostilius Saserna"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17246_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352157"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17246_dlvr"", publiccaption = NA, idsid = ""43352157"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17246"")","Obv.: Bearded male bust r., draped; behind, Gallic shield. Border of dots.","AR","Above, L.HOSTILIVS; below, SASERN",NA,"12","denarius",NA
"2002","Struck","2002.60.45.36","2016-04-12T04:36:32-0400","2nd century BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141479",NA,"141479","Roman Republican","RRC 197-198B/1a-b","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"0","32.42 g","0","2nd century BCE","bronze","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN17239_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352150"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17239_dlvr"", publiccaption = NA, idsid = ""43352150"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17239"")","Obv.: Laureate head of Janus; above, mark of value (I).","AE","Below, ROMA",NA,"7","as",NA
"2002","Struck","2002.60.45.32","2016-04-12T04:36:32-0400","c. 56-54 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141481",NA,"141481","Roman Republican","RRC 407/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-61","3.83 g","-51","1st century BCE","silver","list(birthplace = NA, name = ""C. Hosidius C.f. Geta"", prefix = ""Moneyer:"", personid = 26049, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: C. Hosidius C.f. Geta"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17245_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352156"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17245_dlvr"", publiccaption = NA, idsid = ""43352156"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17245"")","Obv.: Bust of Diana r., draped, with bow and quiver over shoulder; before, [GETA] downwards; behind, III.VIR downwards. Border of dots.","AR","In exergue, C.HOSIDI.C.F","Before, GETA downwards; behind, III.VIR downwards","5","denarius",NA
"2002","Struck","2002.60.45.28","2016-04-12T04:36:33-0400","c. 108 or 107 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141809",NA,"141809","Roman Republican","RRC 306/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-113","3.8 g","-102","2nd century BCE","silver","list(birthplace = NA, name = ""L. Valerius Flaccus"", prefix = ""Moneyer:"", personid = 54092, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Valerius Flaccus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17241_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352152"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17241_dlvr"", publiccaption = NA, idsid = ""43352152"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17241"")","Obv.: Draped bust of Victory r.; before, mark of value (XVI in monogram). Border of dots.","AR","To l., L.VALERI/FLACCI downwards",NA,"5","denarius",NA
"2002","Struck","2002.122","2016-04-12T04:36:34-0400","c. 89-88 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/142237",NA,"142237","Roman Republican","RRC 344/1a","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-89","4.26 g","-88","1st century BCE","silver","list(birthplace = NA, name = ""L. Titurius L.f. Sabinus"", prefix = ""Issued by"", personid = 53330, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by L. Titurius L.f. Sabinus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN16595_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43351508"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN16595_dlvr"", publiccaption = NA, idsid = ""43351508"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN16595"")","Obv.: Bearded head of King Titus Tatius r.; before, TA (in monogram); behind, SABIN downwards. Border of dots. Edge of flan flattened at 5 o'clock, obscuring right part of TA monogram.","AR","In exergue, L.TITVRI","Before, TA (in monogram); behind, SABIN downwards","9","denarius",NA
"2002","Struck","2002.232.2","2016-04-12T04:36:32-0400","41 BCE-40 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141256","CNG 61, 25 September 2002, lot 297","141256","Roman","RPC I, 3140","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-41","4.83 g","-40","1st century BCE","Bronze","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN15978_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350894"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15978_dlvr"", publiccaption = NA, idsid = ""43350894"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15978"")","Obv.: bust of Fulvia as winged Nike to r.","AE",NA,NA,NA,NA,NA
"2002","Struck","2002.35","2016-04-12T04:36:43-0400","c. 158 BCE-149 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/146851","CNG Sale 53, 15 March 2000, no. 220.","146851","Roman",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-158","16.78 g","-149","2nd century BCE","Silver","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN15749_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350667"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15749_dlvr"", publiccaption = NA, idsid = ""43350667"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15749"")","Obv.: Macedonian shield; in center, bust of Artemis r., with bow and quiver over shoulder.","AR",NA,NA,"12","tetradrachm",NA
"2002","Struck","2002.36","2016-04-12T04:36:44-0400","90 BCE - 70 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/147241","CNG Sale 53, 15 March 2000, no. 226.","147241","Roman",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-90","16.35 g","-70","1st century BCE","Silver","list(birthplace = NA, name = ""Aesillas"", prefix = ""Issued by"", personid = 19556, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Aesillas"")","http://nrs.harvard.edu/urn-3:HUAM:COIN01770_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18779235"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN01770_dynmc"", publiccaption = NA, idsid = ""18779235"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN01770"")","Obv.: Head of Alexander the Great r. with flowing hair.","AR",NA,NA,"11","tetradrachm",NA
"2002","Struck","2002.60.45.30","2016-04-12T04:36:32-0400","c. 119 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141365",NA,"141365","Roman Republican","RRC 281/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-124","3.85 g","-114","2nd century BCE","silver","list(birthplace = NA, name = ""M. Furius L.f. Philus"", prefix = ""Moneyer:"", personid = 26108, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: M. Furius L.f. Philus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17243_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352154"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17243_dlvr"", publiccaption = NA, idsid = ""43352154"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17243"")","Rev.: Roma standing l., holding scepter in l. hand and crowning trophy with r. hand; above, star; behind, ROM[A] upwards; the trophy is surmounted by a boar's-head helmet and flanked by a carnyx and shield on each side; in exergue, PHILI (PHI in ligature). Border of dots.","AR","To r., ROMA upwards; in exergue, PHILI (PHI in ligature)","Around, counter-clockwise, M.FOVRI.L.F","3","denarius",NA
"2002","Struck","2002.60.45.35","2016-04-12T04:36:32-0400","c. 90 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141416",NA,"141416","Roman Republican","RRC 340/2e","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-95","2.02 g","-85","1st century BCE","silver","list(birthplace = NA, name = ""L. Calpurnius L.f. L.n. Piso Frugi"", prefix = ""Moneyer:"", personid = 26083, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Calpurnius L.f. L.n. Piso Frugi"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17248_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352159"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17248_dlvr"", publiccaption = NA, idsid = ""43352159"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17248"")","Rev.: Victory standing r., holding wreath in r. hand and palm branch over l. shoulder; to either side [L.]PI - SO; in exergue, FRVGI.","AR","To either side of Victory, L.PI - SO; in exergue, FRVGI",NA,"2","quinarius",NA
"2002","Struck","2002.60.45.26","2016-04-12T04:36:32-0400","from 211 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141367",NA,"141367","Roman Republican","RRC 44/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-216","3.07 g","-180","3rd-2nd century BCE","silver","list(birthplace = NA, name = ""Anonymous"", prefix = NA, personid = 53049, role = ""Coin Constituent"", displayorder = 1, culture = NA, displaydate = NA, deathplace = NA, displayname = ""Anonymous"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17235_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352146"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17235_dlvr"", publiccaption = NA, idsid = ""43352146"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17235"")","Rev.: Victory r., crowning trophy; in exergue, ROMA. Line border.","AR","In exergue, ROMA",NA,"6","victoriate",NA
"2002","Struck","2002.60.45.34","2016-04-12T04:36:32-0400","c. 115 or 114 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141482",NA,"141482","Roman Republican","RRC 289/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-120","3.84 g","-109","2nd century BCE","silver","list(birthplace = NA, name = ""M. Cipius M.f."", prefix = ""Moneyer:"", personid = 26107, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: M. Cipius M.f."")","http://nrs.harvard.edu/urn-3:HUAM:COIN17247_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352158"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17247_dlvr"", publiccaption = NA, idsid = ""43352158"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17247"")","Rev.: Victory in biga r., holding reins in l. hand and palm branch tied with fillet in r. hand; below, rudder; in exergue, ROM[A]. Border of dots.","AR","In exergue, ROMA","Before, M.CIPI.M.F upwards; behind, mark of value (X)","2","denarius",NA
"2002","Struck","2002.60.45.31","2016-04-12T04:36:33-0400","c. 90-87 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141876",NA,"141876","Roman Republican","RRC 341/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-95","3.67 g","-85","1st century BCE","silver","list(birthplace = NA, name = ""Q. Titius Mutto"", prefix = ""Moneyer:"", personid = 55505, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Q. Titius Mutto"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17244_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352155"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17244_dlvr"", publiccaption = NA, idsid = ""43352155"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17244"")","Rev.: Pegasus r.; below, in linear frame, Q.TITI.","AR","Below, in linear frame, Q.TITI",NA,"12","denarius",NA
"2002","Struck","2002.60.45.27","2016-04-12T04:36:32-0400","c. 116 or 115 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141483",NA,"141483","Roman Republican","RRC 286/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-121","3.84 g","-110","2nd century BCE","silver","list(birthplace = NA, name = ""M. Sergius Silus"", prefix = ""Issued by"", personid = 54074, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by M. Sergius Silus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17236_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352147"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17236_dlvr"", publiccaption = NA, idsid = ""43352147"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17236"")","Rev.: Horseman l., holding sword and severed head in l. hand; before, Q; below, M.SERGI; in exergue, [SILVS]. Border of dots.","AR","Before, Q; below, M.SERGI; in exergue, SILVS","Before, EX.S.C upwards; behind, ROMA downwards and mark of value (XVI in monogram)","7","denarius",NA
"2002","Struck","2002.60.45.29","2016-04-12T04:36:32-0400","c. 103 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141366",NA,"141366","Roman Republican","RRC 319/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-108","3.83 g","-98","2nd century BCE","silver","list(birthplace = NA, name = ""Q. Minucius M.f. Thermus"", prefix = ""Moneyer:"", personid = 54091, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: Q. Minucius M.f. Thermus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17242_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352153"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17242_dlvr"", publiccaption = NA, idsid = ""43352153"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17242"")","Rev.: Roman solder fighting barbarian soldier in protection of fallen comrade; in exergue, Q.THERM.MF (THE and MF in ligature). Border of dots.","AR","In exergue, Q.THERM.MF (THE and MF in ligature)",NA,"10","denarius",NA
"2002","Struck","2002.60.45.33","2016-04-12T04:36:32-0400","c. 48 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141417",NA,"141417","Roman Republican","RRC 448/2a; Syd 952.","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-53","3.66 g","-43","1st century BCE","silver","list(birthplace = NA, name = ""L. Hostilius Saserna"", prefix = ""Moneyer:"", personid = 54061, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Hostilius Saserna"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17246_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352157"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17246_dlvr"", publiccaption = NA, idsid = ""43352157"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17246"")","Rev.: Biga r., driven by charioteer holding whip in l. hand and reins in r. hand; behind, on biga, warrior facing backwards and holding shield in l. hand and hurling spear with r. hand; above, L.HOSTILIVS; below, SASE[RN]. Border of dots.","AR","Above, L.HOSTILIVS; below, SASERN",NA,"12","denarius",NA
"2002","Struck","2002.60.45.36","2016-04-12T04:36:32-0400","2nd century BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141479",NA,"141479","Roman Republican","RRC 197-198B/1a-b","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"0","32.42 g","0","2nd century BCE","bronze","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN17239_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352150"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17239_dlvr"", publiccaption = NA, idsid = ""43352150"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17239"")","Rev.: Prow r.; below, [ROMA].","AE","Below, ROMA",NA,"7","as",NA
"2002","Struck","2002.60.45.32","2016-04-12T04:36:32-0400","c. 56-54 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141481",NA,"141481","Roman Republican","RRC 407/2","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-61","3.83 g","-51","1st century BCE","silver","list(birthplace = NA, name = ""C. Hosidius C.f. Geta"", prefix = ""Moneyer:"", personid = 26049, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: C. Hosidius C.f. Geta"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17245_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352156"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17245_dlvr"", publiccaption = NA, idsid = ""43352156"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17245"")","Rev.: Boar r., wounded by spear and attacked by hound; in exergue, C.HOSIDI.C.F. Border of dots.","AR","In exergue, C.HOSIDI.C.F","Before, GETA downwards; behind, III.VIR downwards","5","denarius",NA
"2002","Struck","2002.60.45.28","2016-04-12T04:36:33-0400","c. 108 or 107 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141809",NA,"141809","Roman Republican","RRC 306/1","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-113","3.8 g","-102","2nd century BCE","silver","list(birthplace = NA, name = ""L. Valerius Flaccus"", prefix = ""Moneyer:"", personid = 54092, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Moneyer: L. Valerius Flaccus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN17241_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43352152"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN17241_dlvr"", publiccaption = NA, idsid = ""43352152"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN17241"")","Rev.: Mars walking l., holding spear with point downwards in r. hand and trophy over l. shoulder; before, apex (flamen's cap); behind, corn-ear; to l., L.VALERI/FLACCI downwards. Border of dots. Green oxidation and scratches in r. field.","AR","To l., L.VALERI/FLACCI downwards",NA,"5","denarius",NA
"2002","Struck","2002.122","2016-04-12T04:36:34-0400","c. 89-88 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/142237",NA,"142237","Roman Republican","RRC 344/1a","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-89","4.26 g","-88","1st century BCE","silver","list(birthplace = NA, name = ""L. Titurius L.f. Sabinus"", prefix = ""Issued by"", personid = 53330, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by L. Titurius L.f. Sabinus"")","http://nrs.harvard.edu/urn-3:HUAM:COIN16595_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43351508"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN16595_dlvr"", publiccaption = NA, idsid = ""43351508"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN16595"")","Rev.: Rape of the Sabine women; in exergue, L.TITVRI. Border of dots. Edge of flan flattened between 10 and 11 o'clock.","AR","In exergue, L.TITVRI","Before, TA (in monogram); behind, SABIN downwards","9","denarius",NA
"2002","Struck","2002.232.2","2016-04-12T04:36:32-0400","41 BCE-40 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/141256","CNG 61, 25 September 2002, lot 297","141256","Roman","RPC I, 3140","list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-41","4.83 g","-40","1st century BCE","Bronze","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN15978_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350894"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15978_dlvr"", publiccaption = NA, idsid = ""43350894"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15978"")","Rev.: legend on three lines within ivy-wreath","AE",NA,NA,NA,NA,NA
"2002","Struck","2002.35","2016-04-12T04:36:43-0400","c. 158 BCE-149 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/146851","CNG Sale 53, 15 March 2000, no. 220.","146851","Roman",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-158","16.78 g","-149","2nd century BCE","Silver","NA","http://nrs.harvard.edu/urn-3:HUAM:COIN15749_dlvr","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/43350667"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN15749_dlvr"", publiccaption = NA, idsid = ""43350667"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN15749"")","Rev.: Club within oak wreath; to l., thunderbolt.","AR",NA,NA,"12","tetradrachm",NA
"2002","Struck","2002.36","2016-04-12T04:36:44-0400","90 BCE - 70 BCE",NA,"Roman Republican period","http://harvardartmuseums.org/collections/object/147241","CNG Sale 53, 15 March 2000, no. 226.","147241","Roman",NA,"list(worktypeid = ""97"", worktype = ""coin"")","Department of Ancient and Byzantine Art & Numismatics",NA,NA,"-90","16.35 g","-70","1st century BCE","Silver","list(birthplace = NA, name = ""Aesillas"", prefix = ""Issued by"", personid = 19556, role = ""Coin Constituent"", displayorder = 1, culture = ""Roman"", displaydate = NA, deathplace = NA, displayname = ""Issued by Aesillas"")","http://nrs.harvard.edu/urn-3:HUAM:COIN01770_dynmc","list(iiifbaseuri = ""http://ids.lib.harvard.edu/ids/iiif/18779235"", baseimageurl = ""http://nrs.harvard.edu/urn-3:HUAM:COIN01770_dynmc"", publiccaption = NA, idsid = ""18779235"", displayorder = 1, copyright = ""President and Fellows of Harvard College"", renditionnumber = ""COIN01770"")","Rev.: Fiscus, club and quaestor's chair within laurel wreath.","AR",NA,NA,"11","tetradrachm",NA
